,annee,mois,region,SIN_N/N-1
394,2022,11,Ile-de-France,0.04162366858674793
395,2022,12,Ile-de-France,0.0030138624671134373
396,2022,1,Normandie,0.016859065022040154
397,2022,2,Normandie,-0.003740452137379391
398,2022,3,Normandie,0.0742906965923904
399,2022,4,Normandie,-0.03551037255188094
400,2022,5,Normandie,0.12177874891415708
401,2022,6,Normandie,-0.03268857372778178
402,2022,7,Normandie,-0.02423329633479543
403,2022,8,Normandie,0.06719136004648729
404,2022,9,Normandie,0.043425847852456734
405,2022,10,Normandie,0.02363595154742515
406,2022,11,Normandie,0.048608385741811366
407,2022,12,Normandie,0.013960776258815866
408,2022,1,Nouvelle-Aquitaine,0.03333075627911608
409,2022,2,Nouvelle-Aquitaine,0.009820989358895416
410,2022,3,Nouvelle-Aquitaine,0.028651222263065268
411,2022,4,Nouvelle-Aquitaine,-0.022371053006281616
412,2022,5,Nouvelle-Aquitaine,0.07902659950120516
413,2022,6,Nouvelle-Aquitaine,-0.04197202709470382
414,2022,7,Nouvelle-Aquitaine,-0.035808743072130444
415,2022,8,Nouvelle-Aquitaine,0.06019343130059007
416,2022,9,Nouvelle-Aquitaine,0.036348934675368705
417,2022,10,Nouvelle-Aquitaine,0.024867434051454085
418,2022,11,Nouvelle-Aquitaine,0.04337082789505864
419,2022,12,Nouvelle-Aquitaine,0.01951224282138031
420,2022,1,Occitanie,0.031411485447898846
421,2022,2,Occitanie,0.045347277164548006
422,2022,3,Occitanie,0.0003574909805359461
423,2022,4,Occitanie,-0.0021037006340305364
424,2022,5,Occitanie,0.0393074543902705
425,2022,6,Occitanie,-0.04215646801995676
426,2022,7,Occitanie,-0.019948051368518405
427,2022,8,Occitanie,0.057375059880562684
428,2022,9,Occitanie,0.03998857161687153
429,2022,10,Occitanie,0.02601069246859078
430,2022,11,Occitanie,0.052757525114608184
431,2022,12,Occitanie,0.013922952923425047
432,2022,1,Pays de la Loire,0.017137366976267554
433,2022,2,Pays de la Loire,-0.022944959566192025
434,2022,3,Pays de la Loire,0.05444769553496798
435,2022,4,Pays de la Loire,-0.06114888999089796
436,2022,5,Pays de la Loire,0.1015299769222926
437,2022,6,Pays de la Loire,-0.046802779650928716
438,2022,7,Pays de la Loire,-0.03498744003549903
439,2022,8,Pays de la Loire,0.052501268555640745
440,2022,9,Pays de la Loire,0.0386260697966303
441,2022,10,Pays de la Loire,0.023996595330202153
442,2022,11,Pays de la Loire,0.06073724505998146
443,2022,12,Pays de la Loire,0.028074425781448697
444,2022,1,Provence-Alpes-Côte d'Azur et Corse,0.06310091131790774
445,2022,2,Provence-Alpes-Côte d'Azur et Corse,0.020646220273357496
446,2022,3,Provence-Alpes-Côte d'Azur et Corse,0.055222714222375124
447,2022,4,Provence-Alpes-Côte d'Azur et Corse,-0.02431642029304215
448,2022,5,Provence-Alpes-Côte d'Azur et Corse,0.08174443895708805
449,2022,6,Provence-Alpes-Côte d'Azur et Corse,-0.03221844380361649
450,2022,7,Provence-Alpes-Côte d'Azur et Corse,-0.02686179990325699
451,2022,8,Provence-Alpes-Côte d'Azur et Corse,0.05902879895145818
452,2022,9,Provence-Alpes-Côte d'Azur et Corse,0.05418683744295838
453,2022,10,Provence-Alpes-Côte d'Azur et Corse,0.0316008181551557
454,2022,11,Provence-Alpes-Côte d'Azur et Corse,0.04719919075680967
455,2022,12,Provence-Alpes-Côte d'Azur et Corse,0.014727363547582195
456,2022,1,Régions et Départements d'outre-mer,0.02941669456982199
457,2022,2,Régions et Départements d'outre-mer,-0.004007401053049753
458,2022,3,Régions et Départements d'outre-mer,-0.0027002822351598343
459,2022,4,Régions et Départements d'outre-mer,-0.015420927401233686
460,2022,5,Régions et Départements d'outre-mer,0.04904977991558046
461,2022,6,Régions et Départements d'outre-mer,-0.014236743893798365
462,2022,7,Régions et Départements d'outre-mer,0.0351312249314113
463,2022,8,Régions et Départements d'outre-mer,0.06814713579408704
464,2022,9,Régions et Départements d'outre-mer,0.0872117216749917
465,2022,10,Régions et Départements d'outre-mer,0.07020053523913372
466,2022,11,Régions et Départements d'outre-mer,0.09619293890790548
467,2022,12,Régions et Départements d'outre-mer,0.009068742011331565
468,2023,1,Auvergne-Rhône-Alpes,0.13592345550122076
469,2023,2,Auvergne-Rhône-Alpes,0.053803749606535334
470,2023,3,Auvergne-Rhône-Alpes,0.041816163950806784
471,2023,4,Auvergne-Rhône-Alpes,0.026478416795918447
472,2023,5,Auvergne-Rhône-Alpes,-0.0005211396326285644
473,2023,6,Auvergne-Rhône-Alpes,0.0851987910626486
474,2023,7,Auvergne-Rhône-Alpes,0.0654173165306513
475,2023,8,Auvergne-Rhône-Alpes,0.0631263717641184
476,2023,9,Auvergne-Rhône-Alpes,0.01579490633878078
477,2023,10,Auvergne-Rhône-Alpes,0.0807897167038818
478,2023,11,Auvergne-Rhône-Alpes,0.06916114235219539
479,2023,12,Auvergne-Rhône-Alpes,0.04199067781657595
480,2023,1,Bourgogne-Franche-Comté,0.10165633256351536
481,2023,2,Bourgogne-Franche-Comté,0.06858364135658257
482,2023,3,Bourgogne-Franche-Comté,0.04166103069990701
483,2023,4,Bourgogne-Franche-Comté,0.018457082979689288
484,2023,5,Bourgogne-Franche-Comté,-0.006109305610302318
485,2023,6,Bourgogne-Franche-Comté,0.07837304422799019
486,2023,7,Bourgogne-Franche-Comté,0.05097576525025649
487,2023,8,Bourgogne-Franche-Comté,0.05358598279399662
488,2023,9,Bourgogne-Franche-Comté,0.010101475116270686
489,2023,10,Bourgogne-Franche-Comté,0.07327133972958677
490,2023,11,Bourgogne-Franche-Comté,0.07231291826416508
491,2023,12,Bourgogne-Franche-Comté,0.046100548694037125
492,2023,1,Bretagne,0.0984857915345625
493,2023,2,Bretagne,0.07847953610730785
494,2023,3,Bretagne,0.04771668475303037
495,2023,4,Bretagne,0.013786951061112829
496,2023,5,Bretagne,-0.01068217388370818
497,2023,6,Bretagne,0.07455545929982366
498,2023,7,Bretagne,0.06630922275056683
499,2023,8,Bretagne,0.07811828419220879
500,2023,9,Bretagne,0.015506953340874707
501,2023,10,Bretagne,0.07887010032152042
502,2023,11,Bretagne,0.061199684515758745
503,2023,12,Bretagne,0.06076729667646297
504,2023,1,Centre-Val-de-Loire,0.10818871470153124
505,2023,2,Centre-Val-de-Loire,0.0660942072925037
506,2023,3,Centre-Val-de-Loire,0.04768110748917476
507,2023,4,Centre-Val-de-Loire,0.007493756209437263
508,2023,5,Centre-Val-de-Loire,-0.00017127402391892144
509,2023,6,Centre-Val-de-Loire,0.07462363073133282
510,2023,7,Centre-Val-de-Loire,0.061305431664603116
511,2023,8,Centre-Val-de-Loire,0.07796617520101456
512,2023,9,Centre-Val-de-Loire,0.021340632001562332
513,2023,10,Centre-Val-de-Loire,0.07772924271418136
514,2023,11,Centre-Val-de-Loire,0.06977322376747197
515,2023,12,Centre-Val-de-Loire,0.053704265034666854
516,2023,1,Grand Est,0.09026460619162546
517,2023,2,Grand Est,0.07241935815037248
518,2023,3,Grand Est,0.04340771433800983
519,2023,4,Grand Est,0.00318059512357749
520,2023,5,Grand Est,-0.007062590656004342
521,2023,6,Grand Est,0.07740104057447872
522,2023,7,Grand Est,0.06042338389049107
523,2023,8,Grand Est,0.046332424852704834
524,2023,9,Grand Est,0.01690378187736874
525,2023,10,Grand Est,0.07398910151833071
526,2023,11,Grand Est,0.07252462062794884
527,2023,12,Grand Est,0.05302926563421728
528,2023,1,Hauts-de-France,0.08931708623030743
529,2023,2,Hauts-de-France,0.06449432015153933
530,2023,3,Hauts-de-France,0.037279784570035446
531,2023,4,Hauts-de-France,0.012391206655061549
532,2023,5,Hauts-de-France,0.0013607095908862998
533,2023,6,Hauts-de-France,0.06712704849045292
534,2023,7,Hauts-de-France,0.05909480703394254
535,2023,8,Hauts-de-France,0.06128392185369824
536,2023,9,Hauts-de-France,0.010650327999597087
537,2023,10,Hauts-de-France,0.06676966759073544
538,2023,11,Hauts-de-France,0.055925696279422565
539,2023,12,Hauts-de-France,0.04709826975840148
540,2023,1,Ile-de-France,0.10250898784150353
541,2023,2,Ile-de-France,0.046078816380797916
542,2023,3,Ile-de-France,0.04212794748156634
543,2023,4,Ile-de-France,0.014454189467114187
544,2023,5,Ile-de-France,0.012279184644578667
545,2023,6,Ile-de-France,0.07902401428861516
546,2023,7,Ile-de-France,0.07164200722162906
547,2023,8,Ile-de-France,0.07451187680902205
548,2023,9,Ile-de-France,0.02926475358972014
549,2023,10,Ile-de-France,0.0914295847694484
550,2023,11,Ile-de-France,0.06369517340424724
551,2023,12,Ile-de-France,0.04542010218367998
552,2023,1,Normandie,0.10268944987251594
553,2023,2,Normandie,0.05576944134306183
554,2023,3,Normandie,0.0378114337373483
555,2023,4,Normandie,0.010899076081350989
556,2023,5,Normandie,-0.0008694166278820914
557,2023,6,Normandie,0.07491043516691942
558,2023,7,Normandie,0.07570891765091625
559,2023,8,Normandie,0.06177849955263803
560,2023,9,Normandie,0.013788601320585014
561,2023,10,Normandie,0.07086676376988499
562,2023,11,Normandie,0.07468274016640497
563,2023,12,Normandie,0.0650652285275779
564,2023,1,Nouvelle-Aquitaine,0.10380789588840322
565,2023,2,Nouvelle-Aquitaine,0.07272804009097555
566,2023,3,Nouvelle-Aquitaine,0.04467838418609427
567,2023,4,Nouvelle-Aquitaine,0.020377858049311914
568,2023,5,Nouvelle-Aquitaine,-7.268281253891562e-05
569,2023,6,Nouvelle-Aquitaine,0.08183210461006096
570,2023,7,Nouvelle-Aquitaine,0.07459855077771671
571,2023,8,Nouvelle-Aquitaine,0.056314453406429044
572,2023,9,Nouvelle-Aquitaine,0.01901701915905174
573,2023,10,Nouvelle-Aquitaine,0.08277306781289195
574,2023,11,Nouvelle-Aquitaine,0.08529558456425446
575,2023,12,Nouvelle-Aquitaine,0.048110534195240584
576,2023,1,Occitanie,0.10418945307880279
577,2023,2,Occitanie,0.06069287424082592
578,2023,3,Occitanie,0.0490619824821783
579,2023,4,Occitanie,0.03137330130085014
580,2023,5,Occitanie,0.003123001543039461
581,2023,6,Occitanie,0.07664128858950581
582,2023,7,Occitanie,0.06445634245224707
583,2023,8,Occitanie,0.05191590933036738
584,2023,9,Occitanie,0.013674638805114103
585,2023,10,Occitanie,0.06774687738849439
586,2023,11,Occitanie,0.06808578316242953
587,2023,12,Occitanie,0.04801748120536398
588,2023,1,Pays de la Loire,0.10345007615193924
589,2023,2,Pays de la Loire,0.07503908329435016
590,2023,3,Pays de la Loire,0.04958305594968526
591,2023,4,Pays de la Loire,0.020774941262985402
592,2023,5,Pays de la Loire,0.007306126612761199
593,2023,6,Pays de la Loire,0.08666731728562715
594,2023,7,Pays de la Loire,0.07175943663990259
595,2023,8,Pays de la Loire,0.06968842630288008
596,2023,9,Pays de la Loire,0.017144145775356723
597,2023,10,Pays de la Loire,0.0739021817151908
598,2023,11,Pays de la Loire,0.07107706337580089
599,2023,12,Pays de la Loire,0.039078496163981624
600,2023,1,Provence-Alpes-Côte d'Azur et Corse,0.10800277481126508
601,2023,2,Provence-Alpes-Côte d'Azur et Corse,0.05814806611843992
602,2023,3,Provence-Alpes-Côte d'Azur et Corse,0.04551061867401507
603,2023,4,Provence-Alpes-Côte d'Azur et Corse,0.01841028587003679
604,2023,5,Provence-Alpes-Côte d'Azur et Corse,0.006638133334857743
605,2023,6,Provence-Alpes-Côte d'Azur et Corse,0.07411777737693748
606,2023,7,Provence-Alpes-Côte d'Azur et Corse,0.07074691854949955
607,2023,8,Provence-Alpes-Côte d'Azur et Corse,0.06334849860441882
608,2023,9,Provence-Alpes-Côte d'Azur et Corse,0.02882864803899632
609,2023,10,Provence-Alpes-Côte d'Azur et Corse,0.07217915391886631
610,2023,11,Provence-Alpes-Côte d'Azur et Corse,0.07302816188445949
611,2023,12,Provence-Alpes-Côte d'Azur et Corse,0.05146445377810149
612,2023,1,Régions et Départements d'outre-mer,0.05729397370686273
613,2023,2,Régions et Départements d'outre-mer,0.054496445211764444
614,2023,3,Régions et Départements d'outre-mer,0.06875134550700346
615,2023,4,Régions et Départements d'outre-mer,0.06344977393475104
616,2023,5,Régions et Départements d'outre-mer,0.031372374206633635
617,2023,6,Régions et Départements d'outre-mer,0.06675322868829281
618,2023,7,Régions et Départements d'outre-mer,0.06566052506985165
619,2023,8,Régions et Départements d'outre-mer,0.07400031946075991
620,2023,9,Régions et Départements d'outre-mer,0.04273379039670533
621,2023,10,Régions et Départements d'outre-mer,0.03896723649512568
622,2023,11,Régions et Départements d'outre-mer,0.08641706675918037
623,2023,12,Régions et Départements d'outre-mer,0.0725731648539667
624,2024,1,Auvergne-Rhône-Alpes,0.03468217987705624
625,2024,2,Auvergne-Rhône-Alpes,0.11115013250462713
626,2024,3,Auvergne-Rhône-Alpes,-0.021766795360841806
627,2024,4,Auvergne-Rhône-Alpes,0.11705617588706518
628,2024,5,Auvergne-Rhône-Alpes,0.020239339375288656
629,2024,6,Auvergne-Rhône-Alpes,-0.04098104102079125
630,2024,7,Auvergne-Rhône-Alpes,0.1316760507268846
631,2024,8,Auvergne-Rhône-Alpes,-0.017228516190575305
632,2024,9,Auvergne-Rhône-Alpes,0.02007335201180771
633,2024,10,Auvergne-Rhône-Alpes,0.01917219315047114
634,2024,11,Auvergne-Rhône-Alpes,-0.12960071111157634
635,2024,12,Auvergne-Rhône-Alpes,-0.2797854591504172
636,2024,1,Bourgogne-Franche-Comté,0.04578342401070956
637,2024,2,Bourgogne-Franche-Comté,0.09968047519326406
638,2024,3,Bourgogne-Franche-Comté,-0.019367170137997602
639,2024,4,Bourgogne-Franche-Comté,0.11476021152034543
640,2024,5,Bourgogne-Franche-Comté,0.029261402663524727
641,2024,6,Bourgogne-Franche-Comté,-0.04193693210598004
642,2024,7,Bourgogne-Franche-Comté,0.12483349166696067
643,2024,8,Bourgogne-Franche-Comté,-0.014640525898283019
644,2024,9,Bourgogne-Franche-Comté,0.01847313680502327
645,2024,10,Bourgogne-Franche-Comté,0.032818485379179085
646,2024,11,Bourgogne-Franche-Comté,-0.13807771671244573
647,2024,12,Bourgogne-Franche-Comté,-0.2593212443561641
648,2024,1,Bretagne,0.04431815805755979
649,2024,2,Bretagne,0.13545555111910557
650,2024,3,Bretagne,-0.035404380085548914
651,2024,4,Bretagne,0.15458126876141853
652,2024,5,Bretagne,0.024441282226801864
653,2024,6,Bretagne,-0.02753740744255273
654,2024,7,Bretagne,0.13471711568410583
655,2024,8,Bretagne,-0.017957238277724552
656,2024,9,Bretagne,0.027179739469860298
657,2024,10,Bretagne,0.02217197083644007
658,2024,11,Bretagne,-0.10532606103134134
659,2024,12,Bretagne,-0.26249186027784066
660,2024,1,Centre-Val-de-Loire,0.04490833838560793
661,2024,2,Centre-Val-de-Loire,0.11984492705133531
662,2024,3,Centre-Val-de-Loire,-0.03550255273261804
663,2024,4,Centre-Val-de-Loire,0.1455745815942575
664,2024,5,Centre-Val-de-Loire,0.02108728801891746
665,2024,6,Centre-Val-de-Loire,-0.022804726983145174
666,2024,7,Centre-Val-de-Loire,0.13218461332880804
667,2024,8,Centre-Val-de-Loire,-0.01684450023013051
668,2024,9,Centre-Val-de-Loire,0.022695411924643638
669,2024,10,Centre-Val-de-Loire,0.026967171840857063
670,2024,11,Centre-Val-de-Loire,-0.12737342231058446
671,2024,12,Centre-Val-de-Loire,-0.2586836488382328
672,2024,1,Grand Est,0.033230560565488565
673,2024,2,Grand Est,0.13255781913843467
674,2024,3,Grand Est,-0.057727543062487396
675,2024,4,Grand Est,0.16693565904355467
676,2024,5,Grand Est,0.017764821323323687
677,2024,6,Grand Est,-0.02659693978182387
678,2024,7,Grand Est,0.12271453436369817
679,2024,8,Grand Est,0.003088256379464527
680,2024,9,Grand Est,0.015143718832952402
681,2024,10,Grand Est,0.012202836646094006
682,2024,11,Grand Est,-0.13610779598730582
683,2024,12,Grand Est,-0.2912846171872491
684,2024,1,Hauts-de-France,0.02008442576249303
685,2024,2,Hauts-de-France,0.12658957557263917
686,2024,3,Hauts-de-France,-0.041556192229719846
687,2024,4,Hauts-de-France,0.13906478591872595
688,2024,5,Hauts-de-France,0.015092123701720084
689,2024,6,Hauts-de-France,-0.031308817849396875
690,2024,7,Hauts-de-France,0.11969406254300674
691,2024,8,Hauts-de-France,-0.00867288611940209
692,2024,9,Hauts-de-France,0.01959833864359828
693,2024,10,Hauts-de-France,0.0323977961702997
694,2024,11,Hauts-de-France,-0.11079422960620644
695,2024,12,Hauts-de-France,-0.2754693929045421
696,2024,1,Ile-de-France,0.04340785365479616
697,2024,2,Ile-de-France,0.06057531124595705
698,2024,3,Ile-de-France,0.012618598962060856
699,2024,4,Ile-de-France,0.07189560898919423
700,2024,5,Ile-de-France,0.05305817825015713
701,2024,6,Ile-de-France,-0.035530032993203786
702,2024,7,Ile-de-France,0.09931977993584429
703,2024,8,Ile-de-France,-0.043047954073089256
704,2024,9,Ile-de-France,0.015583434489343517
705,2024,10,Ile-de-France,0.013936483882377448
706,2024,11,Ile-de-France,-0.11613043879151697
707,2024,12,Ile-de-France,-0.2517345580984891
708,2024,1,Normandie,0.029256402071358822
709,2024,2,Normandie,0.1364468988159271
710,2024,3,Normandie,-0.03169276800430032
711,2024,4,Normandie,0.15205757324762104
712,2024,5,Normandie,0.016936452627015264
713,2024,6,Normandie,-0.033655144076390364
714,2024,7,Normandie,0.12551465678990548
715,2024,8,Normandie,-0.01697082616379042
716,2024,9,Normandie,0.03270086352155288
717,2024,10,Normandie,0.03682974589917598
718,2024,11,Normandie,-0.13014962050573198
719,2024,12,Normandie,-0.25924124864883336
720,2024,1,Nouvelle-Aquitaine,0.057871604835665114
721,2024,2,Nouvelle-Aquitaine,0.10738202092809246
722,2024,3,Nouvelle-Aquitaine,-0.012313602423480896
723,2024,4,Nouvelle-Aquitaine,0.12258953439257803
724,2024,5,Nouvelle-Aquitaine,0.042728497241919516
725,2024,6,Nouvelle-Aquitaine,-0.02927461294892586
726,2024,7,Nouvelle-Aquitaine,0.1361978237803334
727,2024,8,Nouvelle-Aquitaine,-0.0064932225033571545
728,2024,9,Nouvelle-Aquitaine,0.02641743672677377
729,2024,10,Nouvelle-Aquitaine,0.021048096574013186
730,2024,11,Nouvelle-Aquitaine,-0.1420414118229527
731,2024,12,Nouvelle-Aquitaine,-0.2750958709458231
732,2024,1,Occitanie,0.03525301105213963
733,2024,2,Occitanie,0.054842484612396714
734,2024,3,Occitanie,0.002095576951979039
735,2024,4,Occitanie,0.06766680544407255
736,2024,5,Occitanie,0.04221416847231674
737,2024,6,Occitanie,-0.037138239271395035
738,2024,7,Occitanie,0.11506179582423481
739,2024,8,Occitanie,-0.02876592356461738
740,2024,9,Occitanie,0.007787057778278816
741,2024,10,Occitanie,0.0038519928986811003
742,2024,11,Occitanie,-0.15833255156386838
743,2024,12,Occitanie,-0.30064254079675046
744,2024,1,Pays de la Loire,0.04185886108649495
745,2024,2,Pays de la Loire,0.13855607569065276
746,2024,3,Pays de la Loire,-0.043886485946761034
747,2024,4,Pays de la Loire,0.1471287485832402
748,2024,5,Pays de la Loire,0.014530359483327926
749,2024,6,Pays de la Loire,-0.03359243369234599
750,2024,7,Pays de la Loire,0.1478727687189585
751,2024,8,Pays de la Loire,0.005603215431585484
752,2024,9,Pays de la Loire,0.017502561635660108
753,2024,10,Pays de la Loire,-0.0031229835333568268
754,2024,11,Pays de la Loire,-0.13782413253631842
755,2024,12,Pays de la Loire,-0.26821750174482295
756,2024,1,Provence-Alpes-Côte d'Azur et Corse,0.032716915273219405
757,2024,2,Provence-Alpes-Côte d'Azur et Corse,0.12110222513272961
758,2024,3,Provence-Alpes-Côte d'Azur et Corse,-0.056904933255952805
759,2024,4,Provence-Alpes-Côte d'Azur et Corse,0.12680957227726064
760,2024,5,Provence-Alpes-Côte d'Azur et Corse,0.0004947945429940592
761,2024,6,Provence-Alpes-Côte d'Azur et Corse,-0.045914868744025616
762,2024,7,Provence-Alpes-Côte d'Azur et Corse,0.10632073984050705
763,2024,8,Provence-Alpes-Côte d'Azur et Corse,-0.034639792761110844
764,2024,9,Provence-Alpes-Côte d'Azur et Corse,0.003082426508622005
765,2024,10,Provence-Alpes-Côte d'Azur et Corse,0.0003250284517573032
766,2024,11,Provence-Alpes-Côte d'Azur et Corse,-0.15239994435008097
767,2024,12,Provence-Alpes-Côte d'Azur et Corse,-0.30072382346370685
768,2024,1,Régions et Départements d'outre-mer,0.0520110235531972
769,2024,2,Régions et Départements d'outre-mer,0.10465729232567789
770,2024,3,Régions et Départements d'outre-mer,-0.0008032720627009216
771,2024,4,Régions et Départements d'outre-mer,0.09630976927141166
772,2024,5,Régions et Départements d'outre-mer,0.007683959683298491
773,2024,6,Régions et Départements d'outre-mer,-0.030004016133316158
774,2024,7,Régions et Départements d'outre-mer,0.06455806632438899
775,2024,8,Régions et Départements d'outre-mer,-0.01882693162411886
776,2024,9,Régions et Départements d'outre-mer,-0.02681967169680166
777,2024,10,Régions et Départements d'outre-mer,-0.023457032669441658
778,2024,11,Régions et Départements d'outre-mer,-0.15701744688315045
779,2024,12,Régions et Départements d'outre-mer,-0.34519888245862207
